reviewId,providerId,providerName,type,region,rule,target,status,sourceUrl,evidenceSummary,suggestedDecision,correctedFields
source-fit-capture:manawatu-reach-out-counselling:broad-tag-without-source-support:anxiety,manawatu-reach-out-counselling,Reachout Counselling,counsellor,Manawatu-Whanganui,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.reachoutcounselling.com/,,needs_more_info,{}
source-fit-capture:manawatu-reach-out-counselling:weak-telehealth-evidence:telehealth,manawatu-reach-out-counselling,Reachout Counselling,counsellor,Manawatu-Whanganui,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.reachoutcounselling.com/,,needs_more_info,{}
source-fit-capture:manawatu-supporting-families-anxiety-group:weak-telehealth-evidence:telehealth,manawatu-supporting-families-anxiety-group,Manawatu Supporting Families Anxiety Group,public-service,Manawatu-Whanganui,weak-telehealth-evidence,telehealth,safe_removal_candidate,https://manawatusf.org.nz/anxiety-group,,review-gated adjust: remove unsupported matching tag/flags,"{""phoneSupport"":false}"
source-fit-capture:marlborough-rachael-sim-clinical-psychology:broad-tag-without-source-support:depression,marlborough-rachael-sim-clinical-psychology,Dr Rachael Sim Clinical Psychology,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,depression,safe_removal_candidate,https://www.nzccp.co.nz/team/rachael-sim,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""clinical-psychologist"",""adolescent"",""adult"",""anxiety"",""stress"",""trauma"",""ocd"",""grief"",""emdr"",""dbt"",""cbt"",""act"",""fit"",""direct-contact""]}"
source-fit-capture:marlborough-rosemary-crockett-counselling:broad-tag-without-source-support:depression,marlborough-rosemary-crockett-counselling,Rosemary Crockett Counselling,counsellor,Nelson Marlborough Tasman,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.rosemarycrockettcounselling.com/,,needs_more_info,{}
source-fit-capture:marlborough-rosemary-crockett-counselling:broad-tag-without-source-support:anxiety,marlborough-rosemary-crockett-counselling,Rosemary Crockett Counselling,counsellor,Nelson Marlborough Tasman,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.rosemarycrockettcounselling.com/,,needs_more_info,{}
source-fit-capture:marlborough-top-of-the-south-psych-services:broad-tag-without-source-support:trauma,marlborough-top-of-the-south-psych-services,Top of the South Psych Services,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,trauma,safe_removal_candidate,https://southpsychservices.co.nz/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""clinical-psychologist"",""child"",""youth"",""adolescent"",""adult"",""family"",""couples"",""assessment"",""acc"",""fit"",""direct-contact""]}"
source-fit-capture:national-asian-family-services:broad-tag-without-source-support:depression,national-asian-family-services,Asian Family Services,counsellor,National,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.asianfamilyservices.nz/,,needs_more_info,{}
source-fit-capture:national-asian-family-services:broad-tag-without-source-support:anxiety,national-asian-family-services,Asian Family Services,counsellor,National,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.asianfamilyservices.nz/,,needs_more_info,{}
source-fit-capture:national-empath-psychology:broad-tag-without-source-support:depression,national-empath-psychology,Empath Psychology,psychologist,National,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.empathpsychology.co.nz/,,needs_more_info,{}
source-fit-capture:national-empath-psychology:broad-tag-without-source-support:anxiety,national-empath-psychology,Empath Psychology,psychologist,National,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.empathpsychology.co.nz/,,needs_more_info,{}
source-fit-capture:national-empath-psychology:broad-tag-without-source-support:trauma,national-empath-psychology,Empath Psychology,psychologist,National,broad-tag-without-source-support,trauma,needs_human_browser_review,https://www.empathpsychology.co.nz/,,needs_more_info,{}
source-fit-capture:national-puawaitanga:broad-tag-without-source-support:depression,national-puawaitanga,Puawaitanga,counsellor,National,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.puawaitanga.nz/,,needs_more_info,{}
source-fit-capture:national-puawaitanga:broad-tag-without-source-support:anxiety,national-puawaitanga,Puawaitanga,counsellor,National,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.puawaitanga.nz/,,needs_more_info,{}
source-fit-capture:nelson-full-circle-psychology:broad-tag-without-source-support:depression,nelson-full-circle-psychology,Full Circle Psychology,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,depression,source_skipped,https://www.fullcirclepsychology.co.nz/contact,,needs_more_info,{}
source-fit-capture:nelson-full-circle-psychology:broad-tag-without-source-support:anxiety,nelson-full-circle-psychology,Full Circle Psychology,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,anxiety,source_skipped,https://www.fullcirclepsychology.co.nz/contact,,needs_more_info,{}
source-fit-capture:nelson-marlborough-haumanu-hapu:broad-tag-without-source-support:depression,nelson-marlborough-haumanu-hapu,Haumanu Hapu,counsellor,Nelson Marlborough Tasman,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.haumanuhapu.nz/contact,,needs_more_info,{}
source-fit-capture:nelson-marlborough-haumanu-hapu:broad-tag-without-source-support:anxiety,nelson-marlborough-haumanu-hapu,Haumanu Hapu,counsellor,Nelson Marlborough Tasman,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.haumanuhapu.nz/contact,,needs_more_info,{}
source-fit-capture:nelson-marlborough-tasman-nelson-bays-primary-health:weak-telehealth-evidence:telehealth,nelson-marlborough-tasman-nelson-bays-primary-health,Nelson Bays Primary Health - Mental Health and Addictions,public-service,Nelson Marlborough Tasman,weak-telehealth-evidence,telehealth,safe_removal_candidate,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/nelson-bays-primary-health-mental-health/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""public-service"",""gp"",""primary-care"",""youth"",""rangatahi"",""depression"",""anxiety"",""addiction"",""alcohol"",""drug"",""cost"",""fit"",""direct-contact""]}"
source-fit-capture:nelson-marlborough-the-nelson-clinic:broad-tag-without-source-support:depression,nelson-marlborough-the-nelson-clinic,The Nelson Clinic,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,depression,safe_removal_candidate,https://nelsonclinic.nz/contact-us,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""psychiatrist"",""clinical-psychologist"",""assessment"",""adhd"",""autism"",""trauma"",""acc"",""sensitive-claims"",""anxiety"",""therapy"",""fit"",""direct-contact""]}"
source-fit-capture:nelson-marlborough-the-nelson-clinic:broad-tag-without-source-support:anxiety,nelson-marlborough-the-nelson-clinic,The Nelson Clinic,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,anxiety,safe_removal_candidate,https://nelsonclinic.nz/contact-us,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""psychiatrist"",""clinical-psychologist"",""assessment"",""adhd"",""autism"",""trauma"",""acc"",""sensitive-claims"",""depression"",""therapy"",""fit"",""direct-contact""]}"
source-fit-capture:nelson-marlborough-the-nelson-clinic:broad-tag-without-source-support:trauma,nelson-marlborough-the-nelson-clinic,The Nelson Clinic,psychologist,Nelson Marlborough Tasman,broad-tag-without-source-support,trauma,source_support_found,https://nelsonclinic.nz/contact-us,eatment Options - Medication CHILD and Adolescent Services CHILD and Adolescent Services Pricing Information Funding Sources Resources Events Education FAQs Services ACC Sensitive ,needs human confirmation: add source evidence or leave current tag with review note,{}
source-fit-capture:northland-healthnz-adult-community-mha:weak-telehealth-evidence:telehealth,northland-healthnz-adult-community-mha,Te Tai Tokerau Adult Community Mental Health & Addiction Service,public-service,Northland,weak-telehealth-evidence,telehealth,safe_removal_candidate,https://www.healthpoint.co.nz/public/psychiatry/mental-health-addictions-adult-community/,,review-gated adjust: remove unsupported matching tag/flags,"{""phoneSupport"":false}"
source-fit-capture:northland-indigo-house-lynn-price:weak-telehealth-evidence:telehealth,northland-indigo-house-lynn-price,Lynn Price,psychologist,Northland,weak-telehealth-evidence,telehealth,source_skipped,https://indigohouse.co.nz/who-we-are/,,needs_more_info,{}
source-fit-capture:northland-jigsaw-north-counselling:broad-tag-without-source-support:depression,northland-jigsaw-north-counselling,Jigsaw North Manaaki Whanau Counselling,counsellor,Northland,broad-tag-without-source-support,depression,safe_removal_candidate,https://www.jigsawnorth.org.nz/counselling/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""counsellor"",""therapy"",""youth"",""child"",""family"",""whanau"",""maori"",""kaupapa-maori"",""cost"",""anxiety"",""trauma"",""family-violence"",""fit"",""direct-contact""]}"
source-fit-capture:northland-jigsaw-north-counselling:broad-tag-without-source-support:anxiety,northland-jigsaw-north-counselling,Jigsaw North Manaaki Whanau Counselling,counsellor,Northland,broad-tag-without-source-support,anxiety,safe_removal_candidate,https://www.jigsawnorth.org.nz/counselling/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""counsellor"",""therapy"",""youth"",""child"",""family"",""whanau"",""maori"",""kaupapa-maori"",""cost"",""depression"",""trauma"",""family-violence"",""fit"",""direct-contact""]}"
source-fit-capture:northland-jigsaw-north-counselling:broad-tag-without-source-support:trauma,northland-jigsaw-north-counselling,Jigsaw North Manaaki Whanau Counselling,counsellor,Northland,broad-tag-without-source-support,trauma,safe_removal_candidate,https://www.jigsawnorth.org.nz/counselling/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""counsellor"",""therapy"",""youth"",""child"",""family"",""whanau"",""maori"",""kaupapa-maori"",""cost"",""depression"",""anxiety"",""family-violence"",""fit"",""direct-contact""]}"
source-fit-capture:nzccp-alana-malloy:weak-rainbow-evidence:rainbow,nzccp-alana-malloy,Alana Malloy,psychologist,Wellington,weak-rainbow-evidence,rainbow,source_support_found,https://www.nzccp.co.nz/team/alana-malloy,"nt therapy and dialectical behaviour therapy. I am also available for clinical supervision. ‍ Adolescent development,Anxiety,Depression,Eating disorders,Gender Dysphoria,LGBTQ+ iss",needs human confirmation: add source evidence or leave current tag with review note,{}
source-fit-capture:nzccp-alex-richards:broad-tag-without-source-support:depression,nzccp-alex-richards,Alex Richards,psychologist,Canterbury,broad-tag-without-source-support,depression,safe_removal_candidate,https://www.manawapsychology.co.nz/ko-wai-m%C4%81ua,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""clinical-psychologist"",""anxiety"",""trauma"",""addiction"",""neurodiversity"",""youth"",""adult"",""male"",""cbt"",""dbt"",""act"",""culture"",""fit""]}"
source-fit-capture:nzccp-allanah-casey:broad-tag-without-source-support:anxiety,nzccp-allanah-casey,Allanah Casey,psychologist,Bay of Plenty,broad-tag-without-source-support,anxiety,source_support_found,https://www.nzccp.co.nz/team/allanah-casey,"something you should feel ashamed about or have to manage alone. I work with people to manage and overcome a range of challenges. Most commonly, I work with people on: - Anxiety, s",needs human confirmation: add source evidence or leave current tag with review note,{}
source-fit-capture:otago-ocasa:broad-tag-without-source-support:depression,otago-ocasa,OCASA,counsellor,Otago,broad-tag-without-source-support,depression,needs_human_browser_review,https://www.ocasa.org.nz/,,needs_more_info,{}
source-fit-capture:otago-ocasa:broad-tag-without-source-support:anxiety,otago-ocasa,OCASA,counsellor,Otago,broad-tag-without-source-support,anxiety,needs_human_browser_review,https://www.ocasa.org.nz/,,needs_more_info,{}
source-fit-capture:otago-te-kaika-toku-oranga:weak-maori-evidence:maori,otago-te-kaika-toku-oranga,Te Kaika Toku Oranga,public-service,Otago,weak-maori-evidence,maori,source_support_found,https://www.tekaika.nz/services/toku-oranga,Tōku Oranga | Free Mental Health & Addiction Support | Dunedin & Ōamaru | Te Kāika Menu Search Our Services Social Services Whānau Care Whānau Ora Navigation Transition Support Ser,needs human confirmation: add source evidence or leave current tag with review note,{}
source-fit-capture:otago-te-kaika-toku-oranga:weak-telehealth-evidence:telehealth,otago-te-kaika-toku-oranga,Te Kaika Toku Oranga,public-service,Otago,weak-telehealth-evidence,telehealth,safe_removal_candidate,https://www.tekaika.nz/services/toku-oranga,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""public-service"",""maori"",""kaupapa-maori"",""gp"",""primary-care"",""depression"",""anxiety"",""addiction"",""work"",""cost"",""fit""]}"
source-fit-capture:otago-wellsouth-toku-oranga:weak-telehealth-evidence:telehealth,otago-wellsouth-toku-oranga,WellSouth Toku Oranga Access and Choice,public-service,Otago,weak-telehealth-evidence,telehealth,source_support_found,https://wellsouth.nz/your-health/mental-health-and-wellbeing/toku-oranga-access-and-choice,eneral enrolment information Find a health service Vaccination information Infectious diseases COVID-19 Flu vaccination After Hours Care Pharmacy Return Unused Medicines Telehealth,needs human confirmation: add source evidence or leave current tag with review note,{}
source-fit-capture:psychiatry-nz-jimi-macmillan:weak-maori-evidence:maori,psychiatry-nz-jimi-macmillan,Dr Jimi MacMillan,psychiatrist,National,weak-maori-evidence,maori,safe_removal_candidate,https://psychiatry.nz/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychiatrist"",""medical-specialist"",""telehealth"",""adhd"",""fit"",""direct-contact""]}"
source-fit-capture:ranzcp-13276:weak-telehealth-evidence:telehealth,ranzcp-13276,Dr Evan Wilson,psychiatrist,Canterbury,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/13276/dr-evan-wilson,,needs_more_info,{}
source-fit-capture:ranzcp-2665:weak-telehealth-evidence:telehealth,ranzcp-2665,Dr Ian Goodwin,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/2665/dr-ian-goodwin,,needs_more_info,{}
source-fit-capture:ranzcp-3038:weak-telehealth-evidence:telehealth,ranzcp-3038,Dr Justin Barry-Walsh,psychiatrist,Wellington,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/3038/dr-justin-barry-walsh,,needs_more_info,{}
source-fit-capture:ranzcp-4171:weak-telehealth-evidence:telehealth,ranzcp-4171,Prof Sunny Collings,psychiatrist,Wellington,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4171/prof-sunny-collings,,needs_more_info,{}
source-fit-capture:ranzcp-4371:weak-telehealth-evidence:telehealth,ranzcp-4371,Dr Thomas Levien,psychiatrist,Nelson Marlborough Tasman,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4371/dr-thomas-levien,,needs_more_info,{}
source-fit-capture:ranzcp-448:weak-telehealth-evidence:telehealth,ranzcp-448,Prof Sarah Romans,psychiatrist,Wellington,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/448/prof-sarah-romans,,needs_more_info,{}
source-fit-capture:ranzcp-4499:weak-telehealth-evidence:telehealth,ranzcp-4499,Dr Campbell Emmerton,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4499/dr-campbell-emmerton,,needs_more_info,{}
source-fit-capture:ranzcp-4807:weak-telehealth-evidence:telehealth,ranzcp-4807,Dr Scott Chambers,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4807/dr-scott-chambers,,needs_more_info,{}
source-fit-capture:ranzcp-4859:weak-telehealth-evidence:telehealth,ranzcp-4859,Dr Katie Ritchie,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/4859/dr-katie-ritchie,,needs_more_info,{}
source-fit-capture:ranzcp-5226:weak-telehealth-evidence:telehealth,ranzcp-5226,Prof Cameron Lacey,psychiatrist,Canterbury,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5226/prof-cameron-lacey,,needs_more_info,{}
source-fit-capture:ranzcp-5481:weak-telehealth-evidence:telehealth,ranzcp-5481,Dr Sally Rimkeit,psychiatrist,Wellington,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5481/dr-sally-rimkeit,,needs_more_info,{}
source-fit-capture:ranzcp-5617:weak-telehealth-evidence:telehealth,ranzcp-5617,Dr Helen Austin,psychiatrist,Nelson Marlborough Tasman,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5617/dr-helen-austin,,needs_more_info,{}
source-fit-capture:ranzcp-5889:weak-telehealth-evidence:telehealth,ranzcp-5889,Dr Struan Robertson,psychiatrist,Wellington,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/5889/dr-struan-robertson,,needs_more_info,{}
source-fit-capture:ranzcp-6743:weak-telehealth-evidence:telehealth,ranzcp-6743,Dr Caleb Armstrong,psychiatrist,Bay of Plenty,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/6743/dr-caleb-armstrong,,needs_more_info,{}
source-fit-capture:ranzcp-7045:weak-telehealth-evidence:telehealth,ranzcp-7045,Dr Neena Joseph,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7045/dr-neena-joseph,,needs_more_info,{}
source-fit-capture:ranzcp-7046:weak-telehealth-evidence:telehealth,ranzcp-7046,Dr John Joseph,psychiatrist,Auckland,weak-telehealth-evidence,telehealth,needs_human_browser_review,https://www.yourhealthinmind.org/find-a-psychiatrist/profile/7046/dr-john-joseph,,needs_more_info,{}
source-fit-capture:rotorua-heads-and-hearts:broad-tag-without-source-support:depression,rotorua-heads-and-hearts,Heads and Hearts Psychology,psychologist,Rotorua and Taupo,broad-tag-without-source-support,depression,safe_removal_candidate,https://www.headsandhearts.co.nz/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""clinical-psychologist"",""anxiety"",""stress"",""fit"",""direct-contact""]}"
source-fit-capture:rotorua-heads-and-hearts:broad-tag-without-source-support:anxiety,rotorua-heads-and-hearts,Heads and Hearts Psychology,psychologist,Rotorua and Taupo,broad-tag-without-source-support,anxiety,safe_removal_candidate,https://www.headsandhearts.co.nz/,,review-gated adjust: remove unsupported matching tag/flags,"{""tags"":[""psychologist"",""clinical-psychologist"",""depression"",""stress"",""fit"",""direct-contact""]}"
